questions_id,questions,num_respondents,options,Trump_perc,Clinton_perc,Others_Unknown_perc,state
17,Party by gender,1128,Republican men,86,9,5,Oregon
17,Party by gender,1128,Republican women,88,6,6,Oregon
17,Party by gender,1128,Independent men,45,38,17,Oregon
17,Party by gender,1128,Independent women,35,48,17,Oregon
18,Ideology,1128,Liberal,5,89,6,Oregon
18,Ideology,1128,Moderate,34,52,14,Oregon
18,Ideology,1128,Conservative,85,7,8,Oregon
19,When did you decide presidential vote?,1128,Last few daysN/A,NA,NA,NA,Oregon
19,When did you decide presidential vote?,1128,Last week,NA,NA,NA,Oregon
19,When did you decide presidential vote?,1128,In October,52,36,12,Oregon
19,When did you decide presidential vote?,1128,In September,51,41,8,Oregon
19,When did you decide presidential vote?,1128,Before September,36,56,8,Oregon
20,When did you decide presidential vote?,1128,In the last week,NA,NA,NA,Oregon
20,When did you decide presidential vote?,1128,Before that,41,51,8,Oregon
21,When did you decide presidential vote?,1128,In the last month,48,32,20,Oregon
21,When did you decide presidential vote?,1128,Before that,38,54,8,Oregon
22,Opinion of presidential candidate you voted for,1128,Strongly favor ,39,53,8,Oregon
22,Opinion of presidential candidate you voted for,1128,Have reservations,36,61,3,Oregon
22,Opinion of presidential candidate you voted for,1128,Dislike opponents,44,39,17,Oregon
23,Most important issue facing the country,1128,Foreign policy,27,61,12,Oregon
23,Most important issue facing the country,1128,Immigration,63,31,6,Oregon
23,Most important issue facing the country,1128,Economy,34,54,12,Oregon
23,Most important issue facing the country,1128,Terrorism,64,31,5,Oregon
24,Which candidate quality mattered most?,1128,Cares about me,42,49,9,Oregon
24,Which candidate quality mattered most?,1128,Can bring change,82,11,7,Oregon
24,Which candidate quality mattered most?,1128,Right experience,5,92,3,Oregon
24,Which candidate quality mattered most?,1128,Good judgment,27,57,16,Oregon
25,Illegal immigrants working in the U.S. should be:,1128,Offered legal status,29,61,10,Oregon
25,Illegal immigrants working in the U.S. should be:,1128,Deported to home country,79,8,13,Oregon
26,Opinion of Barack Obama as president,1128,Strongly approve,2,95,3,Oregon
26,Opinion of Barack Obama as president,1128,Somewhat approve,14,64,22,Oregon
26,Opinion of Barack Obama as president,1128,Somewhat disapprove,NA,NA,NA,Oregon
26,Opinion of Barack Obama as president,1128,Strongly disapprove,91,0,9,Oregon
27,Opinion of Barack Obama as president,1128,Approve,7,83,10,Oregon
27,Opinion of Barack Obama as president,1128,Disapprove,87,3,10,Oregon
28,Opinion of Hillary Clinton,1128,Favorable,3,96,1,Oregon
28,Opinion of Hillary Clinton,1128,Unfavorable,70,13,17,Oregon
29,Opinion of Donald Trump,1128,Favorable,96,2,2,Oregon
29,Opinion of Donald Trump,1128,Unfavorable,12,74,14,Oregon
30,Opinion of Clinton and Trump,1128,Both favorable,NA,NA,NA,Oregon
30,Opinion of Clinton and Trump,1128,Only Clinton favorable,1,98,1,Oregon
30,Opinion of Clinton and Trump,1128,Only Trump favorable,98,NA,NA,Oregon
30,Opinion of Clinton and Trump,1128,Both unfavorable,31,31,38,Oregon
31,Is Hillary Clinton honest and trustworthy?,1128,Yes,0,99,1,Oregon
31,Is Hillary Clinton honest and trustworthy?,1128,No,63,21,16,Oregon
32,Is Donald Trump honest and trustworthy?,1128,Yes,97,2,1,Oregon
32,Is Donald Trump honest and trustworthy?,1128,No,13,72,15,Oregon
33,Which candidate is honest?,1128,Both are,NA,NA,NA,Oregon
33,Which candidate is honest?,1128,Only Clinton is,0,99,1,Oregon
33,Which candidate is honest?,1128,Only Trump is,99,0,1,Oregon
33,Which candidate is honest?,1128,Neither is,29,41,30,Oregon
34,Does Clinton have the temperament to be president?,1128,Yes,11,81,8,Oregon
34,Does Clinton have the temperament to be president?,1128,No,84,3,13,Oregon
35,Does Trump have the temperament to be president?,1128,Yes,97,2,1,Oregon
35,Does Trump have the temperament to be president?,1128,No,11,74,15,Oregon
36,Which candidate has the right temperament?,1128,Both do,NA,NA,NA,Oregon
36,Which candidate has the right temperament?,1128,Only Clinton does,3,88,9,Oregon
36,Which candidate has the right temperament?,1128,Only Trump does,99,0,1,Oregon
36,Which candidate has the right temperament?,1128,Neither does,47,9,44,Oregon
37,Condition of national economy,1128,Excellent,NA,NA,NA,Oregon
37,Condition of national economy,1128,Good,10,85,5,Oregon
37,Condition of national economy,1128,Not good,47,40,13,Oregon
37,Condition of national economy,1128,Poor,77,8,15,Oregon
38,Condition of national economy,1128,Good,10,84,6,Oregon
38,Condition of national economy,1128,Poor,58,28,14,Oregon
39,Life for the next generation of Americans will be:,1128,Better than today,41,50,9,Oregon
39,Life for the next generation of Americans will be:,1128,Worse than today,54,32,14,Oregon
39,Life for the next generation of Americans will be:,1128,About the same,26,65,9,Oregon
40,Area type,1128,Urban area,26,65,9,Oregon
40,Area type,1128,Suburban area,42,49,9,Oregon
40,Area type,1128,Rural area,57,28,15,Oregon
41,Region,1128,Multnomah County,17,74,9,Oregon
41,Region,1128,Portland Suburbs,40,52,8,Oregon
41,Region,1128,Willamette Val. / N.W.,39,50,11,Oregon
41,Region,1128,East / South,58,31,11,Oregon
1,Gender,2935,Male,57,40,3,Pennsylvania
1,Gender,2935,Female,42,55,3,Pennsylvania
2,Age,2935,18-29,43,52,5,Pennsylvania
2,Age,2935,30-44,42,53,5,Pennsylvania
2,Age,2935,45-64,52,45,3,Pennsylvania
2,Age,2935,65 and older,54,44,2,Pennsylvania
3,Age,2935,18-24,45,50,5,Pennsylvania
3,Age,2935,25-29,40,53,7,Pennsylvania
3,Age,2935,30-39,40,54,6,Pennsylvania
3,Age,2935,40-49,49,47,4,Pennsylvania
3,Age,2935,50-64,53,45,2,Pennsylvania
3,Age,2935,65 and older,54,44,2,Pennsylvania
4,Age,2935,18-44,42,52,6,Pennsylvania
4,Age,2935,45 and older,53,45,2,Pennsylvania
5,Race,2935,White,56,40,4,Pennsylvania
5,Race,2935,Black,7,92,1,Pennsylvania
5,Race,2935,Latino,22,74,4,Pennsylvania
5,Race,2935,Asian,NA,NA,NA,Pennsylvania
5,Race,2935,Other race,NA,NA,NA,Pennsylvania
6,Race,2935,White,56,40,4,Pennsylvania
6,Race,2935,Non-white,16,81,3,Pennsylvania
7,Race and gender,2935,White men,64,32,4,Pennsylvania
7,Race and gender,2935,White women,50,47,3,Pennsylvania
7,Race and gender,2935,Black men,14,83,3,Pennsylvania
7,Race and gender,2935,Black women,1,99,0,Pennsylvania
7,Race and gender,2935,Latino men,NA,NA,NA,Pennsylvania
7,Race and gender,2935,Latino women,14,82,4,Pennsylvania
7,Race and gender,2935,Others,NA,NA,NA,Pennsylvania
8,Education,2935,High school or less,56,43,1,Pennsylvania
8,Education,2935,Some college,49,46,5,Pennsylvania
8,Education,2935,College graduate,50,46,4,Pennsylvania
8,Education,2935,Postgraduate,37,59,4,Pennsylvania
9,Are you a college graduate?,2935,Yes,45,52,3,Pennsylvania
9,Are you a college graduate?,2935,No,52,45,3,Pennsylvania
10,Education and race,2935,White college graduates,48,48,4,Pennsylvania
10,Education and race,2935,Whites no degree,64,32,4,Pennsylvania
10,Education and race,2935,Non-whites college grads,24,75,1,Pennsylvania
10,Education and race,2935,Non-whites no degree,10,86,4,Pennsylvania
11,Education among whites by sex,2935,White college-grad women,41,55,4,Pennsylvania
11,Education among whites by sex,2935,White non-college women,58,38,4,Pennsylvania
11,Education among whites by sex,2935,White college-grad men,56,39,5,Pennsylvania
11,Education among whites by sex,2935,White non-college men,71,26,3,Pennsylvania
11,Education among whites by sex,2935,Non-whites,15,82,3,Pennsylvania
12,Income,2935,"Under $30,000",39,56,5,Pennsylvania
12,Income,2935,"$30K-$49,999",44,53,3,Pennsylvania
12,Income,2935,"$50K-$99,999",55,41,4,Pennsylvania
12,Income,2935,"$100K-$199,999",51,46,3,Pennsylvania
12,Income,2935,"$200K-$249,999",NA,NA,NA,Pennsylvania
12,Income,2935,"$250,000 or more",NA,NA,NA,Pennsylvania
13,Income,2935,Under $50K,42,54,4,Pennsylvania
13,Income,2935,$50K-$100K,55,41,4,Pennsylvania
13,Income,2935,$100K or more,52,45,3,Pennsylvania
14,Income,2935,Under $50K,42,54,4,Pennsylvania
14,Income,2935,$50K or more,54,43,3,Pennsylvania
15,Income,2935,Under $100K,48,49,3,Pennsylvania
15,Income,2935,$100K or more,52,45,3,Pennsylvania
16,Party ID,2935,Democrats,11,87,2,Pennsylvania
16,Party ID,2935,Republicans,89,9,2,Pennsylvania
16,Party ID,2935,Independents,48,41,11,Pennsylvania
17,Party by gender,2935,Democratic men,15,83,2,Pennsylvania
17,Party by gender,2935,Democratic women,9,89,2,Pennsylvania
17,Party by gender,2935,Republican men,91,7,2,Pennsylvania
17,Party by gender,2935,Republican women,87,11,2,Pennsylvania
17,Party by gender,2935,Independent men,56,33,11,Pennsylvania
17,Party by gender,2935,Independent women,40,51,9,Pennsylvania
18,Ideology,2935,Liberal,12,85,3,Pennsylvania
18,Ideology,2935,Moderate,43,53,4,Pennsylvania
18,Ideology,2935,Conservative,85,12,3,Pennsylvania
19,Marital status,2935,Married,51,45,4,Pennsylvania
19,Marital status,2935,Unmarried,42,55,3,Pennsylvania
20,Marital status by gender,2935,Married men,56,40,4,Pennsylvania
20,Marital status by gender,2935,Married women,47,50,3,Pennsylvania
20,Marital status by gender,2935,Unmarried men,53,44,3,Pennsylvania
20,Marital status by gender,2935,Unmarried women,33,64,3,Pennsylvania
21,When did you decide presidential vote?,2935,Last few days,53,37,10,Pennsylvania
21,When did you decide presidential vote?,2935,Last week,NA,NA,NA,Pennsylvania
21,When did you decide presidential vote?,2935,In October,41,54,5,Pennsylvania
21,When did you decide presidential vote?,2935,In September,56,42,2,Pennsylvania
21,When did you decide presidential vote?,2935,Before September,51,48,1,Pennsylvania
22,When did you decide presidential vote?,2935,In the last week,54,37,9,Pennsylvania
22,When did you decide presidential vote?,2935,Before that,50,48,2,Pennsylvania
23,When did you decide presidential vote?,2935,In the last month,49,43,8,Pennsylvania
23,When did you decide presidential vote?,2935,Before that,51,47,2,Pennsylvania
24,Opinion of presidential candidate you voted for,2935,Strongly favor ,50,49,1,Pennsylvania
24,Opinion of presidential candidate you voted for,2935,Have reservations,49,50,1,Pennsylvania
24,Opinion of presidential candidate you voted for,2935,Dislike opponents,49,37,14,Pennsylvania
25,Most important issue facing the country,2935,Foreign policy,31,67,2,Pennsylvania
25,Most important issue facing the country,2935,Immigration,78,21,1,Pennsylvania
25,Most important issue facing the country,2935,Economy,46,50,4,Pennsylvania
25,Most important issue facing the country,2935,Terrorism,58,40,2,Pennsylvania
26,Which candidate quality mattered most?,2935,Cares about me,36,61,3,Pennsylvania
26,Which candidate quality mattered most?,2935,Can bring change,83,15,2,Pennsylvania
26,Which candidate quality mattered most?,2935,Right experience,7,93,0,Pennsylvania
26,Which candidate quality mattered most?,2935,Good judgment,22,69,9,Pennsylvania
27,Illegal immigrants working in the U.S. should be:,2935,Offered legal status,33,63,4,Pennsylvania
27,Illegal immigrants working in the U.S. should be:,2935,Deported to home country,83,14,3,Pennsylvania
28,How do things work in the U.S. today?,2935,Whites are favored,14,82,4,Pennsylvania
28,How do things work in the U.S. today?,2935,Minorities are favored,84,14,2,Pennsylvania
28,How do things work in the U.S. today?,2935,No group is favored,61,36,3,Pennsylvania
29,Effect of international trade,2935,Creates U.S. jobs,32,65,3,Pennsylvania
29,Effect of international trade,2935,Takes away U.S. jobs,64,32,4,Pennsylvania
29,Effect of international trade,2935,Does not affect jobs,NA,NA,NA,Pennsylvania
30,Feelings about the federal government,2935,Enthusiastic,NA,NA,NA,Pennsylvania
30,Feelings about the federal government,2935,Satisfied,20,79,1,Pennsylvania
30,Feelings about the federal government,2935,Dissatisfied,55,41,4,Pennsylvania
30,Feelings about the federal government,2935,Angry,80,14,6,Pennsylvania
31,Feelings about the federal government,2935,Enthusiastic/Satisfied,19,80,1,Pennsylvania
31,Feelings about the federal government,2935,Dissatisfied/Angry,64,32,4,Pennsylvania
32,Opinion of Barack Obama as president,2935,Strongly approve,3,94,3,Pennsylvania
32,Opinion of Barack Obama as president,2935,Somewhat approve,22,72,6,Pennsylvania
32,Opinion of Barack Obama as president,2935,Somewhat disapprove,84,12,4,Pennsylvania
32,Opinion of Barack Obama as president,2935,Strongly disapprove,97,2,1,Pennsylvania
33,Opinion of Barack Obama as president,2935,Approve,11,85,4,Pennsylvania
33,Opinion of Barack Obama as president,2935,Disapprove,93,5,2,Pennsylvania
34,Opinion of Hillary Clinton,2935,Favorable,2,96,2,Pennsylvania
34,Opinion of Hillary Clinton,2935,Unfavorable,86,10,4,Pennsylvania
35,Opinion of Donald Trump,2935,Favorable,96,4,0,Pennsylvania
35,Opinion of Donald Trump,2935,Unfavorable,17,78,5,Pennsylvania
36,Opinion of Clinton and Trump,2935,Both favorable,NA,NA,NA,Pennsylvania
36,Opinion of Clinton and Trump,2935,Only Clinton favorable,0,98,2,Pennsylvania
36,Opinion of Clinton and Trump,2935,Only Trump favorable,99,1,0,Pennsylvania
36,Opinion of Clinton and Trump,2935,Both unfavorable,56,31,13,Pennsylvania
37,Is Hillary Clinton honest and trustworthy?,2935,Yes,2,98,0,Pennsylvania
37,Is Hillary Clinton honest and trustworthy?,2935,No,75,20,5,Pennsylvania
38,Is Donald Trump honest and trustworthy?,2935,Yes,95,5,0,Pennsylvania
38,Is Donald Trump honest and trustworthy?,2935,No,21,74,5,Pennsylvania
39,Which candidate is honest?,2935,Both are,NA,NA,NA,Pennsylvania
39,Which candidate is honest?,2935,Only Clinton is,1,99,0,Pennsylvania
39,Which candidate is honest?,2935,Only Trump is,98,2,0,Pennsylvania
39,Which candidate is honest?,2935,Neither is,43,45,12,Pennsylvania
40,Is Clinton qualified to serve as president?,2935,Yes,6,91,3,Pennsylvania
40,Is Clinton qualified to serve as president?,2935,No,91,6,3,Pennsylvania
41,Is Trump qualified to serve as president?,2935,Yes,94,5,1,Pennsylvania
41,Is Trump qualified to serve as president?,2935,No,17,78,5,Pennsylvania
42,Who is qualified to serve as president?,2935,Both are,NA,NA,NA,Pennsylvania
42,Who is qualified to serve as president?,2935,Only Clinton is,1,96,3,Pennsylvania
42,Who is qualified to serve as president?,2935,Only Trump is,99,1,0,Pennsylvania
42,Who is qualified to serve as president?,2935,Neither is,67,21,12,Pennsylvania
43,Does Clinton have the temperament to be president?,2935,Yes,12,86,2,Pennsylvania
43,Does Clinton have the temperament to be president?,2935,No,91,4,5,Pennsylvania
44,Does Trump have the temperament to be president?,2935,Yes,98,2,0,Pennsylvania
44,Does Trump have the temperament to be president?,2935,No,21,74,5,Pennsylvania
45,Which candidate has the right temperament?,2935,Both do,NA,NA,NA,Pennsylvania
45,Which candidate has the right temperament?,2935,Only Clinton does,4,94,2,Pennsylvania
45,Which candidate has the right temperament?,2935,Only Trump does,99,0,1,Pennsylvania
45,Which candidate has the right temperament?,2935,Neither does,74,11,15,Pennsylvania
46,Does Clinton's use of private email bother you:,2935,A lot,91,6,3,Pennsylvania
46,Does Clinton's use of private email bother you:,2935,Some,29,66,5,Pennsylvania
46,Does Clinton's use of private email bother you:,2935,Not much,7,90,3,Pennsylvania
46,Does Clinton's use of private email bother you:,2935,Not at all,3,94,3,Pennsylvania
47,Does Clinton's use of private email bother you?,2935,Yes,72,24,4,Pennsylvania
47,Does Clinton's use of private email bother you?,2935,No,5,92,3,Pennsylvania
48,Does Donald Trump's treatment of women bother you:,2935,A lot,13,82,5,Pennsylvania
48,Does Donald Trump's treatment of women bother you:,2935,Some,74,21,5,Pennsylvania
48,Does Donald Trump's treatment of women bother you:,2935,Not much,93,7,0,Pennsylvania
48,Does Donald Trump's treatment of women bother you:,2935,Not at all,94,5,1,Pennsylvania
49,Does Donald Trump's treatment of women bother you?,2935,Yes,30,65,5,Pennsylvania
49,Does Donald Trump's treatment of women bother you?,2935,No,93,6,1,Pennsylvania
50,Condition of national economy,2935,Excellent,NA,NA,NA,Pennsylvania
50,Condition of national economy,2935,Good,16,82,2,Pennsylvania
50,Condition of national economy,2935,Not good,58,37,5,Pennsylvania
50,Condition of national economy,2935,Poor,86,10,4,Pennsylvania
51,Condition of national economy,2935,Good,17,82,1,Pennsylvania
51,Condition of national economy,2935,Poor,67,29,4,Pennsylvania
52,Life for the next generation of Americans will be:,2935,Better than today,41,56,3,Pennsylvania
52,Life for the next generation of Americans will be:,2935,Worse than today,71,26,3,Pennsylvania
52,Life for the next generation of Americans will be:,2935,About the same,36,59,5,Pennsylvania
53,Did any campaign contact you?,2935,Only Clinton,16,81,3,Pennsylvania
53,Did any campaign contact you?,2935,Only Trump,93,7,0,Pennsylvania
53,Did any campaign contact you?,2935,Both,61,36,3,Pennsylvania
53,Did any campaign contact you?,2935,Neither,54,42,4,Pennsylvania
54,Were you contacted by the Trump campaign?,2935,Yes,74,23,3,Pennsylvania
54,Were you contacted by the Trump campaign?,2935,No,42,54,4,Pennsylvania
55,Were you contacted by the Clinton campaign?,2935,Yes,35,62,3,Pennsylvania
55,Were you contacted by the Clinton campaign?,2935,No,61,35,4,Pennsylvania
56,Vote for president in a two-way race,2935,Clinton,1,96,3,Pennsylvania
56,Vote for president in a two-way race,2935,Trump,98,1,1,Pennsylvania
56,Vote for president in a two-way race,2935,Would not vote,NA,NA,NA,Pennsylvania
57,Area type,2935,Urban area,26,70,4,Pennsylvania
57,Area type,2935,Suburban area,52,44,4,Pennsylvania
57,Area type,2935,Rural area,71,26,3,Pennsylvania
58,Region,2935,Philadelphia,15,83,2,Pennsylvania
58,Region,2935,Philadelphia suburbs,42,55,3,Pennsylvania
58,Region,2935,Northeast,55,42,3,Pennsylvania
58,Region,2935,Central,62,34,4,Pennsylvania
58,Region,2935,West,54,42,4,Pennsylvania
1,Gender,895,Male,59,35,6,South Carolina
1,Gender,895,Female,51,45,4,South Carolina
2,Age,895,18-29,43,43,14,South Carolina
2,Age,895,30-44,51,44,5,South Carolina
2,Age,895,45-64,62,37,1,South Carolina
2,Age,895,65 and older,58,39,3,South Carolina
3,Age,895,18-24,NA,NA,NA,South Carolina
3,Age,895,25-29,NA,NA,NA,South Carolina
3,Age,895,30-39,48,46,6,South Carolina
3,Age,895,40-49,53,45,2,South Carolina
3,Age,895,50-64,66,32,2,South Carolina
3,Age,895,65 and older,58,39,3,South Carolina
4,Age,895,18-44,48,44,8,South Carolina
4,Age,895,45 and older,61,37,2,South Carolina
5,Race,895,White,70,24,6,South Carolina
5,Race,895,Black,4,94,2,South Carolina
5,Race,895,Latino,NA,NA,NA,South Carolina
5,Race,895,Asian,NA,NA,NA,South Carolina
5,Race,895,Other race,NA,NA,NA,South Carolina
6,Race,895,White,70,24,6,South Carolina
6,Race,895,Non-white,12,86,2,South Carolina
7,Race and gender,895,White men,76,18,6,South Carolina
7,Race and gender,895,White women,64,30,6,South Carolina
7,Race and gender,895,Black men,NA,NA,NA,South Carolina
7,Race and gender,895,Black women,NA,NA,NA,South Carolina
7,Race and gender,895,Latino men,NA,NA,NA,South Carolina
7,Race and gender,895,Latino women,NA,NA,NA,South Carolina
7,Race and gender,895,Others,NA,NA,NA,South Carolina
8,Education,895,High school or less,58,38,4,South Carolina
8,Education,895,Some college,58,36,6,South Carolina
8,Education,895,College graduate,52,43,5,South Carolina
8,Education,895,Postgraduate,54,43,3,South Carolina
9,Are you a college graduate?,895,Yes,52,43,5,South Carolina
9,Are you a college graduate?,895,No,58,36,6,South Carolina
10,Education and race,895,White college graduates,64,31,5,South Carolina
10,Education and race,895,Whites no degree,75,18,7,South Carolina
10,Education and race,895,Non-whites college grads,NA,NA,NA,South Carolina
10,Education and race,895,Non-whites no degree,13,86,1,South Carolina
11,Education among whites by sex,895,White college-grad women,58,36,6,South Carolina
11,Education among whites by sex,895,White non-college women,72,23,5,South Carolina
11,Education among whites by sex,895,White college-grad men,72,24,4,South Carolina
11,Education among whites by sex,895,White non-college men,78,14,8,South Carolina
11,Education among whites by sex,895,Non-whites,12,86,2,South Carolina
12,Income,895,"Under $30,000",NA,NA,NA,South Carolina
12,Income,895,"$30K-$49,999",49,45,6,South Carolina
12,Income,895,"$50K-$99,999",55,42,3,South Carolina
12,Income,895,"$100K-$199,999",69,26,5,South Carolina
12,Income,895,"$200K-$249,999",NA,NA,NA,South Carolina
12,Income,895,"$250,000 or more",NA,NA,NA,South Carolina
13,Income,895,Under $50K,47,48,5,South Carolina
13,Income,895,$50K-$100K,55,42,3,South Carolina
13,Income,895,$100K or more,64,32,4,South Carolina
14,Income,895,Under $50K,47,48,5,South Carolina
14,Income,895,$50K or more,59,37,4,South Carolina
15,Income,895,Under $100K,51,45,4,South Carolina
15,Income,895,$100K or more,64,32,4,South Carolina
16,Party ID,895,Democrats,4,93,3,South Carolina
16,Party ID,895,Republicans,92,5,3,South Carolina
16,Party ID,895,Independents,47,43,10,South Carolina
17,Party by gender,895,Democratic men,NA,NA,NA,South Carolina
17,Party by gender,895,Democratic women,4,94,2,South Carolina
17,Party by gender,895,Republican men,93,5,2,South Carolina
17,Party by gender,895,Republican women,91,5,4,South Carolina
17,Party by gender,895,Independent men,57,31,12,South Carolina
17,Party by gender,895,Independent women,38,56,6,South Carolina
18,Ideology,895,Liberal,13,83,4,South Carolina
18,Ideology,895,Moderate,45,49,6,South Carolina
18,Ideology,895,Conservative,83,12,5,South Carolina
19,White born-again or evangelical Christian?,895,Yes,86,11,3,South Carolina
19,White born-again or evangelical Christian?,895,No,32,62,6,South Carolina
20,Marital status,895,Married,64,33,3,South Carolina
20,Marital status,895,Unmarried,43,50,7,South Carolina
21,Marital status by gender,895,Married men,68,30,2,South Carolina
21,Marital status by gender,895,Married women,60,36,4,South Carolina
21,Marital status by gender,895,Unmarried men,46,44,10,South Carolina
21,Marital status by gender,895,Unmarried women,42,54,4,South Carolina
22,When did you decide presidential vote?,895,Last few days,NA,NA,NA,South Carolina
22,When did you decide presidential vote?,895,Last week,NA,NA,NA,South Carolina
22,When did you decide presidential vote?,895,In October,NA,NA,NA,South Carolina
22,When did you decide presidential vote?,895,In September,NA,NA,NA,South Carolina
22,When did you decide presidential vote?,895,Before September,56,42,2,South Carolina
23,When did you decide presidential vote?,895,In the last week,42,44,14,South Carolina
23,When did you decide presidential vote?,895,Before that,57,40,3,South Carolina
24,When did you decide presidential vote?,895,In the last month,50,39,11,South Carolina
24,When did you decide presidential vote?,895,Before that,56,42,2,South Carolina
25,Opinion of presidential candidate you voted for,895,Strongly favor ,55,43,2,South Carolina
25,Opinion of presidential candidate you voted for,895,Have reservations,54,41,5,South Carolina
25,Opinion of presidential candidate you voted for,895,Dislike opponents,55,37,8,South Carolina
26,Most important issue facing the country,895,Foreign policy,NA,NA,NA,South Carolina
26,Most important issue facing the country,895,Immigration,NA,NA,NA,South Carolina
26,Most important issue facing the country,895,Economy,49,46,5,South Carolina
26,Most important issue facing the country,895,Terrorism,71,26,3,South Carolina
27,Which candidate quality mattered most?,895,Cares about me,47,50,3,South Carolina
27,Which candidate quality mattered most?,895,Can bring change,84,14,2,South Carolina
27,Which candidate quality mattered most?,895,Right experience,10,88,2,South Carolina
27,Which candidate quality mattered most?,895,Good judgment,NA,NA,NA,South Carolina
28,Does the country's criminal justice system:,895,Treat all fairly,80,16,4,South Carolina
28,Does the country's criminal justice system:,895,Treat blacks unfairly,23,72,5,South Carolina
29,Opinion of Hillary Clinton,895,Favorable,1,99,0,South Carolina
29,Opinion of Hillary Clinton,895,Unfavorable,86,7,7,South Carolina
30,Opinion of Donald Trump,895,Favorable,98,1,1,South Carolina
30,Opinion of Donald Trump,895,Unfavorable,20,72,8,South Carolina
31,Opinion of Clinton and Trump,895,Both favorable,NA,NA,NA,South Carolina
31,Opinion of Clinton and Trump,895,Only Clinton favorable,0,100,0,South Carolina
31,Opinion of Clinton and Trump,895,Only Trump favorable,99,NA,NA,South Carolina
31,Opinion of Clinton and Trump,895,Both unfavorable,55,25,20,South Carolina
32,Is Hillary Clinton honest and trustworthy?,895,Yes,3,97,0,South Carolina
32,Is Hillary Clinton honest and trustworthy?,895,No,79,15,6,South Carolina
33,Is Donald Trump honest and trustworthy?,895,Yes,97,2,1,South Carolina
33,Is Donald Trump honest and trustworthy?,895,No,24,69,7,South Carolina
34,Which candidate is honest?,895,Both are,NA,NA,NA,South Carolina
34,Which candidate is honest?,895,Only Clinton is,2,98,0,South Carolina
34,Which candidate is honest?,895,Only Trump is,99,NA,NA,South Carolina
34,Which candidate is honest?,895,Neither is,46,39,15,South Carolina
35,Life for the next generation of Americans will be:,895,Better than today,51,47,2,South Carolina
35,Life for the next generation of Americans will be:,895,Worse than today,71,23,6,South Carolina
35,Life for the next generation of Americans will be:,895,About the same,41,49,10,South Carolina
36,Area type,895,Urban area,46,49,5,South Carolina
36,Area type,895,Suburban area,62,33,5,South Carolina
36,Area type,895,Rural area,40,54,6,South Carolina
37,Region,895,Upcountry,64,31,5,South Carolina
37,Region,895,Piedmont,59,36,5,South Carolina
37,Region,895,Central,47,49,4,South Carolina
37,Region,895,Pee Dee / Waccamaw,56,40,4,South Carolina
37,Region,895,Lowcountry,50,45,5,South Carolina
1,Gender,2827,Male,57,37,6,Texas
1,Gender,2827,Female,47,49,4,Texas
2,Age,2827,18-29,36,55,9,Texas
2,Age,2827,30-44,48,45,7,Texas
2,Age,2827,45-64,59,39,2,Texas
2,Age,2827,65 and older,64,35,1,Texas
3,Age,2827,18-24,32,58,10,Texas
3,Age,2827,25-29,41,51,8,Texas
3,Age,2827,30-39,46,46,8,Texas
3,Age,2827,40-49,54,41,5,Texas
3,Age,2827,50-64,59,39,2,Texas
3,Age,2827,65 and older,64,35,1,Texas
4,Age,2827,18-44,43,49,8,Texas
4,Age,2827,45 and older,60,38,2,Texas
5,Race,2827,White,69,26,5,Texas
5,Race,2827,Black,11,84,5,Texas
5,Race,2827,Latino,34,61,5,Texas
5,Race,2827,Asian,26,72,2,Texas
5,Race,2827,Other race,NA,NA,NA,Texas
6,Race,2827,White,69,26,5,Texas
6,Race,2827,Non-white,29,66,5,Texas
7,Race and gender,2827,White men,71,23,6,Texas
7,Race and gender,2827,White women,66,29,5,Texas
7,Race and gender,2827,Black men,14,78,8,Texas
7,Race and gender,2827,Black women,9,88,3,Texas
7,Race and gender,2827,Latino men,41,53,6,Texas
7,Race and gender,2827,Latino women,28,69,3,Texas
7,Race and gender,2827,Others,39,58,3,Texas
8,Education,2827,High school or less,49,48,3,Texas
8,Education,2827,Some college,54,41,5,Texas
8,Education,2827,College graduate,53,41,6,Texas
8,Education,2827,Postgraduate,48,47,5,Texas
9,Are you a college graduate?,2827,Yes,51,43,6,Texas
9,Are you a college graduate?,2827,No,53,43,4,Texas
10,Education and race,2827,White college graduates,62,31,7,Texas
10,Education and race,2827,Whites no degree,76,21,3,Texas
10,Education and race,2827,Non-whites college grads,34,62,4,Texas
10,Education and race,2827,Non-whites no degree,24,71,5,Texas
11,Education among whites by sex,2827,White college-grad women,59,35,6,Texas
11,Education among whites by sex,2827,White non-college women,74,23,3,Texas
11,Education among whites by sex,2827,White college-grad men,66,26,8,Texas
11,Education among whites by sex,2827,White non-college men,77,19,4,Texas
11,Education among whites by sex,2827,Non-whites,29,66,5,Texas
12,Income,2827,"Under $30,000",35,57,8,Texas
12,Income,2827,"$30K-$49,999",52,44,4,Texas
12,Income,2827,"$50K-$99,999",49,46,5,Texas
12,Income,2827,"$100K-$199,999",49,45,6,Texas
12,Income,2827,"$200K-$249,999",NA,NA,NA,Texas
12,Income,2827,"$250,000 or more",NA,NA,NA,Texas
13,Income,2827,Under $50K,44,50,6,Texas
13,Income,2827,$50K-$100K,49,46,5,Texas
13,Income,2827,$100K or more,53,41,6,Texas
14,Income,2827,Under $50K,44,50,6,Texas
14,Income,2827,$50K or more,51,43,6,Texas
15,Income,2827,Under $100K,47,48,5,Texas
15,Income,2827,$100K or more,53,41,6,Texas
